user_id,age,gender,country,signup_date,last_login,subscription_plan,purchase_amount,feedback_score,referrer,notes,irrelevant_col
fd089614-85c4-4604-ae69-4762fc731e13,41,Female,UK,2021-09-12,2025-01-18,Basic,307.0,2,,Measure rest painting body water much step she.,0.05723669351680938
51e002c6-addd-42ef-a517-c292dcc6fa02,27,male,us,2021-10-12,2024-04-09,Premium,37.0,,Google,Safe sell north light wife.,0.20600567855203988
23a7d719-657f-4bfc-b9f6-20be21cc3276,34,M,us,2023-06-19,2024-11-28,Free,275.0,,Google,Happen draw soon.,0.41440839771849514
523ad00f-19e0-4620-ae25-c04066ef6337,27,M,,2026-02-21,2024-12-30,Free,92.0,4,Google,Teacher budget prevent dark answer physical.,0.8203240881472009
99266e36-6343-4591-9887-4e37304658b8,39,F,UK,2024-09-07,2024-07-28,Free,,2,ad,Chair fall minute.,0.2508734717161105
472f6a6b-6c66-4928-9622-772b13011fd3,31,female,us,2022-02-28,2024-05-31,,275.0,1,Ad,Enjoy mother successful candidate fill shoulder.,0.7007255212842638
27d0fb26-9455-444d-a8ca-2d697f94b9c7,49,F,us,2021-08-09,2025-10-20,Basic,92.0,1,Friend,Hour travel interest start concern.,0.1827511659874359
d03a4baf-f509-4927-b0f8-a4b58dfc21f3,33,Male,India,2023-05-19,2025-10-01,Premium,92.0,3,Ad,,0.220508787136648
7c253cb7-b7dc-4def-8d60-9dbf8e4e2537,21,female,us,2025-03-14,2025-11-19,,37.0,1,ad,,0.05731031001048681
a8ee6f69-0be3-456d-a04a-52cfe6ab9c99,51,male,India,2025-07-29,2024-12-04,,306.0,4,Ad,His health chance.,0.052481710099727574
9d36e72e-6759-4e8e-9ccf-bb27db338755,68,,USA,2021-11-08,2025-09-22,Basic,92.0,4,Ad,Better piece group training.,0.17191255772710434
fd18fe2f-9be4-4c4f-8af6-fa26b02e637a,46,Female,India,2025-12-12,2025-01-16,,20.0,3,,Remain support run question city since.,0.8421068624835116
e400d477-fc15-4647-938d-4344f47610bd,44,Female,India,2024-08-21,2024-10-21,,306.0,2,Brandon Smith,Give someone old kid poor.,0.8196095530657999
5794d719-deea-46db-ae8d-834e379cd001,49,female,USA,2022-12-29,2025-04-07,Free,146.0,2,ad,,0.23184129171472645
eeb99905-dcf1-4a33-92dc-20a66d5efa97,28,Male,UK,2023-08-14,2024-09-08,,231.0,3,Friend,Use second firm.,0.4991989468413318
e78805ea-4094-4084-96ba-acf8d7dc80cb,42,M,UK,2025-03-01,2025-05-17,Premium,306.0,3,ad,Friend you money for step house relationship music.,0.38769515483900674
1f65ebfa-6cc6-425b-8c30-54c550605e49,47,F,UK,2023-05-11,2025-05-25,Free,20.0,3,Google,Ok training dinner floor.,0.46798046247804337
281f408b-9689-4dc7-8592-676dfcdf5cdf,34,Female,UK,2025-06-18,2024-05-07,Free,25.0,2,ad,Onto traditional across.,0.341865768798151
69f6758a-1b58-474b-b935-8060e5c52ddb,39,F,us,2025-12-19,2024-05-11,Premium,20.0,5,Google,Today job development dinner.,0.13702091003632066
0c131c95-c484-4e3a-a922-4ee0ad115162,18,female,USA,2022-06-17,2024-10-02,Basic,92.0,2,Google,Strong factor down too school mind real.,0.5328270374013943
21867f63-b011-449c-af11-11a5f41c4c39,47,F,Pakistan,2025-06-17,2025-02-10,Premium,92.0,,,Bar lot dream.,0.6951874662100657
7a88889d-c606-4b9d-8a68-5ecae17bdc53,58,,Pakistan,2022-01-14,2026-01-28,,306.0,5,Friend,Hard tell drug four here others.,0.8205446477459871
420848f9-71bf-4c65-a627-122bbb2da0cf,39,,UK,2024-02-28,2025-07-21,Free,20.0,1,ad,,0.41512493953472107
e8c2eb2b-8022-4132-9143-063e4144da6e,29,female,us,2025-05-19,2025-12-14,Free,146.0,4,Google,Have those turn employee top away.,0.0679732998194037
573ad81c-968e-4116-9d29-a72d8678b320,40,male,India,2025-06-13,2025-02-15,,20.0,,Google,Evidence customer according whether continue.,0.29494582404234204
a0685f9c-228f-4612-9cf6-424a9f9c0eaf,19,female,Pakistan,2024-04-21,2025-03-20,,231.0,2,Brandon Smith,Check parent say up risk purpose be together.,0.9118186286860916
21bb899d-8b43-45cb-a7f6-f342ebd5861c,24,M,,2025-12-12,2024-09-01,Premium,307.0,3,Brandon Smith,Project yourself answer common.,0.4722484989451585
5814ca4e-ae5a-4f96-9990-d7e7f476a34d,47,Male,UK,2021-05-21,2024-10-26,Basic,275.0,2,Ad,High real about message drug time.,0.12537534923387328
0813a7cb-f550-4e24-bc61-4a3edbca7486,25,,Pakistan,2025-07-15,2025-03-05,,275.0,3,Ad,State start special simply power hair some.,0.9221919280512842
80149026-10e4-4a76-8ef7-bc8b093c8afa,68,male,India,2024-07-07,2025-04-09,Free,307.0,,Google,Writer win condition child important.,0.7146956752357342
4ae86ce3-d82a-4f38-8242-7ca0cfe33dbb,20,,Pakistan,2023-06-06,2026-01-11,Premium,146.0,3,Brandon Smith,,0.15844803718990597
d0028177-1cac-4dde-897c-25a74872ca99,27,,India,2022-09-08,2025-10-23,Basic,146.0,5,Ad,Table half all west above purpose.,0.7211323573568237
e0ea7c77-4785-433d-abc0-d30ac2547f47,47,M,Pakistan,2021-05-22,2024-12-30,Basic,306.0,1,ad,Every fact very.,0.1333444673163704
abc7e49a-8385-4c28-a689-60e34c5ad429,45,female,Pakistan,2021-11-17,2024-07-02,Free,231.0,2,Ad,Bed newspaper perform thus.,0.616712707646776
e85a01c3-89cc-4228-8ed0-b0b6de86287e,55,M,USA,2023-03-01,2025-09-16,,25.0,1,ad,Major guess edge person bag.,0.5122147076770516
fcd4340e-5967-4536-8678-1e963aec008d,20,M,Pakistan,2021-12-02,2025-12-03,Premium,37.0,2,ad,Author form until son debate court.,0.8740136713087157
143986c3-fa97-46e4-840a-f8c1680beed4,58,,UK,2023-05-27,2024-11-24,Premium,37.0,4,Friend,Different cause compare movement century care.,0.5020081977391821
c2104a5f-5844-4c39-b59e-3e897a1a2ec1,45,Female,Pakistan,2026-01-08,2025-10-30,,146.0,1,Ad,Success item kind.,0.4828512744101048
d2eda036-75bc-4728-a0fb-c92da23fc3f3,40,female,USA,2021-12-03,2024-12-09,Basic,405.0,,,Kitchen throughout agent once.,0.9041353525781907
d2e541f6-5fad-4608-985b-a8fee7f5f432,31,,UK,2024-07-01,2025-09-02,,20.0,3,Brandon Smith,Many real boy sell discover safe.,0.12757017457137088
a1ed64d6-1eb1-4cf8-afa6-4aca78f96601,27,Male,India,2024-08-12,2025-04-17,Basic,405.0,2,ad,Include who drug sing.,0.2823138342107202
f84f90f2-94ff-4d03-9f2e-1a18b15738eb,58,F,us,2023-04-13,2025-04-14,Basic,92.0,1,Google,Behind carry himself stop suffer.,0.4904085191855132
f8be20d5-39e1-40bf-bbbe-d6b4b7f585ab,65,,UK,2025-08-27,2025-08-27,Basic,,5,,Water able up TV treatment.,0.3071456481042115
b19d9208-5987-41af-95c6-f3ca091f7d23,46,male,Pakistan,2022-01-23,2024-12-24,Free,405.0,1,Brandon Smith,Catch bag old picture continue measure discover professor.,0.795660230661442
9fb80a8f-c184-4a46-995e-e4eeabfa4feb,18,F,,2023-08-21,2024-12-14,Basic,20.0,4,Ad,Along leave election really edge wrong lawyer.,0.008777211947929464
25183187-175c-46f8-8051-a4dd604e1f27,63,male,UK,2025-02-20,2024-06-29,Free,,5,ad,Possible also reduce country score.,0.16975920139282652
8abfde16-fc24-4af8-8a01-51ebfa69cf08,57,,UK,2021-10-23,2025-08-02,,,3,Ad,,0.7890228445481342
7421d55b-d8f7-436b-8241-a4ef1f4d6ce6,49,Male,us,2025-03-17,2024-10-04,Basic,25.0,3,Brandon Smith,International face up day teacher civil them.,0.37641496252069395
ec7b8d69-99ce-4b5e-95a3-4b22763c8da3,63,,UK,2025-08-09,2026-03-09,Free,37.0,3,Brandon Smith,,0.7825001443802936
32aceea4-e9c2-48ef-b087-cf70e671fc30,22,female,USA,2022-03-04,2024-06-30,,307.0,,Friend,Boy wide water still box large.,0.9062335194351386
0484fc20-6dff-4740-aca1-7ef640fbacaf,64,Male,Pakistan,2025-05-30,2024-09-14,Premium,92.0,4,Google,Wide improve in daughter range let.,0.8529263838545813
6a0e94f6-9055-49ad-b8a0-73e5821bdb59,53,Female,,2024-04-24,2024-09-20,Free,231.0,,,,0.19688787177568357
54808d0a-a135-42b0-b6de-b69516d03f14,24,Female,us,2024-01-05,2024-12-04,,92.0,5,ad,,0.14199425935208465
d77c96ef-bc8f-4383-9f6b-e62ae8b6820e,37,M,India,2026-03-03,2024-07-07,,92.0,4,Brandon Smith,,0.13105863080429037
b4d44b39-e8dd-4f04-a15c-123766fc9a3a,42,,Pakistan,2022-10-24,2025-10-15,Free,37.0,,Friend,Attention attack her.,0.47833548167055584
0a91261a-b917-4589-bca2-93877c3399da,60,male,,2024-07-31,2024-10-16,,306.0,,Google,Only newspaper care wear lot occur threat moment.,0.3597198619102696
abf71fd1-4a40-408f-a163-2c3d451a06be,66,F,UK,2026-01-04,2024-09-03,Free,20.0,4,Brandon Smith,Require some serious eye blood.,0.4502362866726173
424af5f5-3b54-42ee-a1e3-97991eca70fd,66,female,UK,2025-03-08,2024-08-26,Free,20.0,3,Brandon Smith,,0.38048188549303585
59410e50-8248-46bf-8198-6e2ad4979442,64,,UK,2023-10-31,2024-08-26,Basic,20.0,5,Google,Officer evening note.,0.4287642911146835
1f3dd20b-d677-4109-b103-9a0c780fb3d0,62,male,India,2022-02-18,2026-01-14,Basic,307.0,5,Friend,Over tonight become center wall try conference.,0.1305045596374398
8ca9701c-836b-4a43-8536-32c7bb83d677,57,male,USA,2025-08-24,2025-04-05,Free,306.0,1,Google,,0.4542783967898225
507c9f2e-e602-4de2-a50f-42392e2993c0,67,M,Pakistan,2021-04-13,2025-05-02,,92.0,,Brandon Smith,Throw behind now although attorney international somebody.,0.2739887815430181
83524c33-b52b-4751-bab5-de52d01017bc,44,Female,us,2024-02-16,2025-11-16,Premium,307.0,4,Friend,Consider unit couple dinner cultural police entire.,0.16059369504330856
250b4311-fa6c-4e4b-86d7-b65a56d2bbe1,57,Female,,2024-05-24,2025-07-27,Free,37.0,4,Brandon Smith,Simple miss town senior note build we.,0.5439731112849675
507c9f2e-e602-4de2-a50f-42392e2993c0,67,M,Pakistan,2021-04-13,2025-05-02,,92.0,,Brandon Smith,Throw behind now although attorney international somebody.,0.2739887815430181
7af273bb-6dc9-4952-aa7a-f2d7680583d0,62,female,UK,2022-02-08,2024-12-12,Premium,,,Brandon Smith,Ahead while event rest interview truth.,0.7009353650179992
4d0113b7-7939-47b8-9a32-c69de6e7b534,32,Male,UK,2021-09-12,2024-06-05,Free,25.0,1,,,0.7919930334057097
b5cdc03f-019b-4e7e-b40d-30de126292c9,31,F,,2024-02-07,2024-11-27,Premium,146.0,2,Friend,Since marriage situation fall both parent feeling.,0.40514855367840663
f2f7e980-74a7-4a12-9a42-ef6f55bb8b83,60,,Pakistan,2023-11-22,2024-06-12,Free,307.0,2,,Section three grow.,0.6141331761875181
33bef560-1b8d-44ef-851e-8f13944e3af7,56,male,India,2025-07-19,2025-02-15,,306.0,5,Google,Game affect time bit difficult maybe stand stuff.,0.012907227980991975
9bf5e117-aa8a-4a6a-ae22-0444f5d41c67,64,male,UK,2021-09-02,2024-04-25,Free,25.0,4,Friend,Dark director interest when.,0.16459927369957472
ab5f43f0-148b-464a-b3ea-4ff2667fd7c7,63,male,,2023-05-23,2025-12-18,Free,146.0,1,ad,,0.6607985296909104
c08f9206-bed0-472e-bff2-2e38c6c11406,29,Female,India,2021-11-06,2025-06-24,Basic,306.0,,Brandon Smith,Part hear defense each.,0.08707120557730819
5fd9fa91-8f6a-4a32-af22-600a3d2a6646,43,Female,,2022-05-07,2025-05-13,Free,,,ad,Conference hundred recognize.,0.5473047441146843
0f0302f3-c9c0-4b61-bd5f-e879f9eee3d7,60,,UK,2021-08-28,2024-07-22,Basic,231.0,1,Brandon Smith,Dog half approach prevent world action them.,0.6103774953183276
a39e1713-c535-4f94-8040-ef45c11b648a,64,female,USA,2023-02-12,2024-09-26,,20.0,,Ad,Spend report theory like poor decade.,0.9521439170763514
95038e3e-0946-46af-a959-5fb8c7b2ef32,58,female,India,2021-09-26,2024-06-23,Free,25.0,1,,System head source entire.,0.5789776465541452
894567e0-333d-44b9-9f76-0ee4537a901c,18,M,USA,2023-04-14,2025-05-16,Free,405.0,4,Ad,Level fall outside television area ahead reflect.,0.9807938054145848
0838693f-530c-4256-86f7-c8bad1ccbbb4,64,F,USA,2024-03-30,2025-04-16,Free,231.0,4,Google,Turn try role store.,0.4340521760809567
f7764c33-0969-4166-9bdc-45ab2969a6f1,26,male,USA,2021-06-18,2024-05-05,Free,231.0,2,Friend,Take compare sing specific prevent.,0.8085705341473903
4c038d1f-f867-48e0-9642-9a6aba969259,23,male,Pakistan,2023-03-08,2025-05-10,,146.0,3,Google,Never try paper religious.,0.327420958733448
930d8421-000b-40c4-8ca9-06d365489c9c,34,Female,USA,2022-04-07,2024-08-22,Basic,,,Friend,West early suggest position east including.,0.6192043172921549
844fc406-0968-4c7a-ad4e-8723729f5653,36,Female,UK,2023-07-14,2025-09-20,,25.0,4,Google,Nothing control lead goal shake concern more.,0.31326647658061035
7334560d-4b7a-4725-a4b0-1d7cbc159c01,45,Female,Pakistan,2023-05-09,2025-04-22,Free,,2,Brandon Smith,Example well design article.,0.17159636706519
269afc7e-55f9-44e6-96cd-a17e6effbdba,18,F,,2021-10-05,2025-08-03,Free,92.0,4,ad,Cover over according present science test.,0.47632235220690433
d47dd943-cb14-43e6-852c-1dc49c7d6b73,23,female,,2023-09-08,2025-04-09,Free,37.0,1,Friend,Base field involve though least arrive.,0.0837249378453484
42b6a198-a8f4-40fa-9c72-07128074c61f,52,male,Pakistan,2025-02-24,2025-10-21,Basic,306.0,1,ad,Find official air.,0.8449708536401014
a76c9470-6a79-467b-987c-21232fa78a17,18,,us,2024-03-27,2024-06-14,Premium,92.0,1,Friend,White inside pass.,0.09750769246387525
c29b6adc-fbb8-41fe-998d-7a90db18b7c0,42,Male,India,2022-11-14,2025-09-28,,92.0,5,Friend,Several exist interview which.,0.19416286904608226
527ea6fa-ef0c-41ac-90ed-f7ad41528c12,56,Female,,2023-07-09,2024-12-17,Basic,146.0,2,Google,,0.4502824838315258
dea68305-a51f-4042-9e9f-f51c807b0989,43,Female,us,2024-05-05,2024-10-30,,231.0,5,ad,Station such charge kid hair center.,0.7679699780618315
f5361b6d-bdc8-45ec-b305-6b131f621dc9,63,male,us,2025-04-25,2026-01-04,,37.0,3,,Somebody organization cultural process receive evening garden.,0.23307281189083495
13d8afda-dcaf-43bc-8681-84fd907108a3,42,male,USA,2023-07-21,2024-09-10,Premium,231.0,1,Ad,Themselves government choice yeah far fall least.,0.9513968619791061
3cea860d-08c5-4d6a-b6bb-69904272f1b0,28,female,UK,2021-04-07,2024-05-28,Free,405.0,4,Brandon Smith,Its public significant use.,0.7173627530363669
7cafa104-81ae-4678-86c0-799449a53806,63,,UK,2022-08-08,2025-11-01,Basic,146.0,5,Brandon Smith,,0.8276751947812718
5d9651ae-2f38-4cec-af7f-871a300915e5,35,male,,2021-07-07,2025-10-02,Premium,405.0,3,Ad,Green could break.,0.10540528595616694
0d445354-4be3-4f70-b634-c62c0ed3eb17,40,Male,us,2023-08-16,2026-03-10,Basic,20.0,5,Friend,Medical address west middle together boy.,0.45027681044159074
c2335b1b-2772-407f-8228-ae8a86ec8cc3,36,male,,2024-04-10,2025-01-09,,146.0,5,,Accept own American whether need pattern seat.,0.6131519111030179
abe155b6-c1c0-4b55-999b-7dfa7c34f82a,52,female,,2024-10-07,2025-12-08,,307.0,1,,Save particularly wear crime style local discussion.,0.6095058910049832
094ac4ab-7eaf-4185-9066-fe54e8897a8f,67,M,Pakistan,2025-01-19,2024-04-30,Basic,275.0,4,Ad,Lay describe task suddenly necessary market.,0.27963631849320625
a0067682-2e4b-4623-910a-e7f151eff40e,46,,us,2021-09-13,2024-08-10,Free,307.0,,Google,Firm audience around throughout for.,0.566892796249536
13642cad-fda0-4086-981b-37be0090edd9,25,Male,us,2024-07-29,2025-07-16,Free,231.0,4,,Million many live.,0.9865631141144104
145d8399-d2cf-4f16-a13b-ee510a0d72a9,21,,UK,2023-07-24,2025-02-09,,231.0,2,Brandon Smith,Yourself front do reason.,0.5643953803389896
63df3461-24f6-47a2-825b-7be523c761ec,33,F,India,2025-01-10,2026-01-24,Premium,37.0,,Google,,0.49236230351962584
d4185acb-c615-42c5-b2cd-3856b8dd4ac4,19,F,UK,2021-05-31,2026-03-10,Premium,306.0,,Friend,Consumer truth five need picture already or check.,0.520449404165286
5aee2148-346b-4262-9314-64f9f23dd971,36,Male,us,2023-09-08,2024-06-05,Basic,20.0,,ad,Area project middle production name.,0.17959978144009592
db9ceeac-71da-4f1a-8406-b68e7085b446,69,Male,UK,2024-12-26,2025-10-08,Basic,,5,,Support machine stand individual less have.,0.13836820088819002
97b32cd0-7732-4800-b6fe-bd559bf4f19c,34,,Pakistan,2022-11-22,2024-11-07,Premium,231.0,2,Friend,Six computer establish.,0.040288945734542114
891f26fc-3df5-4b08-bf61-b564296f829a,46,Female,UK,2024-10-23,2024-08-31,Premium,,1,Friend,Different significant road and.,0.8227029217172064
e9b1ad08-36f9-4efd-b52f-fb03023dcc67,24,Female,USA,2023-10-09,2026-01-27,Free,231.0,2,,Sign force whatever position nothing always participant.,0.31904507433223983
2620173b-43a2-4d39-a5fb-46ac5108d93d,49,M,,2024-05-10,2024-07-25,Premium,37.0,5,Ad,Safe lead likely guess.,0.23127992831595545
2633a927-8f69-4320-878e-a7c201b52fe6,38,M,India,2021-11-27,2024-03-25,Free,20.0,,Brandon Smith,Lead pass clearly enjoy.,0.0016437571124496841
e7acda85-75e3-45cb-b3af-0e5cad6313ec,53,Male,USA,2021-06-04,2025-05-10,Basic,275.0,4,Friend,Pull step large fine.,0.597839986845685
0e3836dc-c358-441f-983e-d369e111f9ba,33,F,UK,2021-12-05,2024-12-29,Free,20.0,5,Friend,,0.526082518417403
9123ef19-d82c-4e31-b9a4-30c454a80ae1,29,Male,UK,2022-12-13,2025-04-23,Premium,92.0,1,Friend,Town quality someone hour ahead.,0.6274678987660728
ce01780b-819c-4d43-abed-6e70cd9eac47,33,M,us,2023-04-24,2025-02-11,Free,146.0,4,,Establish firm list center house owner fund.,0.9329566255282273
d23fb8ac-2ac1-47bd-9ac9-03c94954b328,52,Male,,2021-11-24,2025-01-11,Premium,92.0,5,Ad,Step sometimes seem through low.,0.8150721006758068
da32f5a4-6ae8-433a-a86c-c54616370123,34,male,UK,2022-08-13,2025-08-02,Premium,25.0,,Brandon Smith,Available despite off do green area.,0.5852968283343113
ce7e56e2-b777-42ce-8e31-50d5e1f257d6,45,M,UK,2024-04-29,2025-06-20,,146.0,3,ad,Congress heart attorney use adult figure base.,0.3258813426157904
245366c4-42ff-4236-a34e-c10a513f5257,18,F,UK,2026-02-16,2024-09-02,Free,20.0,5,,Agreement lose condition teach subject.,0.6059261954142473
aa384f23-7758-45ac-97e5-7e02c2505fb8,32,male,us,2024-08-29,2024-11-15,Basic,25.0,4,Ad,Seven agree list simply human phone thing.,0.8372372182218181
cf9382e5-0fc4-4373-b36f-65f2994ce09b,66,Male,UK,2024-11-14,2024-10-26,Basic,92.0,1,ad,Front face garden threat success father.,0.4740062659484451
ef6a19d3-b3e8-4d4a-80c6-5fdfc33bec84,26,female,UK,2021-08-31,2025-02-04,Premium,25.0,5,Google,Live buy show factor gas design suggest.,0.014381235984152974
5e1fc5c3-de9f-453b-83c6-a36e0f1bd33e,41,,UK,2023-04-27,2025-06-21,,306.0,2,Friend,History break thousand country wait offer range.,0.7816325580532472
